,H2,CH4,C2H4,C2H2,C2H6,CO,CO2,O2,N2,TOTALHYDROCARBON
361,1.007,0.851,0.0,0.0,0.0,3.203,60.669,,,0.851
362,1.007,0.851,0.0,0.0,0.0,3.203,60.669,,,0.851
363,1.007,0.851,0.0,0.0,0.0,3.203,60.669,,,0.851
364,1.007,0.851,0.0,0.0,0.0,3.203,60.669,,,0.851
365,1.007,0.851,0.0,0.0,0.0,3.203,60.669,,,0.851
366,1.007,0.851,0.0,0.0,0.0,3.203,60.669,,,0.851
367,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
368,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
369,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
370,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
371,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
372,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
373,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
374,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
375,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
376,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
377,1.0,0.874,0.0,0.0,0.0,3.186,63.764,,,0.874
378,0.976,0.8,0.0,0.0,0.0,3.178,60.351,,,0.8
379,0.976,0.8,0.0,0.0,0.0,3.178,60.351,,,0.8
